67,2.2636581
67.2,2.0201727
67.4,1.8367491
67.6,1.7342178
67.8,1.8297119
68,1.950983
68.2,2.0314477
68.4,1.9825974
68.6,1.7796218
68.8,1.6190198
69,1.5112112
69.2,1.5877406
69.4,1.7284237
69.6,1.91352
69.8,1.9523788
70,1.7425033
70.2,1.68468
70.4,1.5418728
70.6,1.5582096
70.8,1.6828525
71,1.7637287
71.2,1.7207621
71.4,1.6122038
71.6,1.5476803
71.8,1.4667393
72,1.532497
72.2,1.7008661
72.4,1.7903724
72.6,1.8003459
72.8,1.7368603
73,1.6914334
73.2,1.6289081
73.4,1.7225662
73.6,1.8261283
73.8,1.8537172
74,1.8605708
74.2,1.7222663
74.4,1.6299182
74.6,1.637368
74.8,1.7295504
75,1.8632599
75.2,2.0662769
75.4,2.0940907
75.6,1.96601
75.8,1.9344494
76,1.9507467
76.2,2.083524
76.4,2.3165604
76.6,2.413353
76.8,2.3492809
77,2.1958364
77.2,2.1674557
77.4,2.1309424
77.6,2.1385893
77.8,2.184752
78,2.2292313
78.2,2.1900041
78.4,2.0650649
78.6,1.9883844
78.8,1.9967087
79,2.0092425
79.2,1.987926
79.4,1.949941
79.6,1.9058529
79.8,1.9329266
80,2.0084728
80.2,2.0761288
80.4,2.1140696
80.6,2.0748836
80.8,2.0388388
81,1.9902638
81.2,1.9603382
81.4,1.9334948
81.6,2.0244403
81.8,2.1162558
82,2.1170919
82.2,2.1205736
82.4,2.0704156
82.6,2.0499065
82.8,2.075357
83,2.1409358
83.2,2.1889366
83.4,2.1548265
83.6,2.1569226
83.8,2.1004842
84,2.0493592
84.2,1.9994965
84.4,2.0990855
84.6,2.1632932
84.8,2.1427904
85,2.1489832
85.2,2.0251004
85.4,1.9919049
85.6,1.8302684
85.8,1.6913833
86,1.6596137
86.2,1.7452782
86.4,1.9268708
86.6,2.030499
86.8,2.1185439
87,2.0369318
87.2,1.9094785
87.4,1.7940394
87.6,1.6866303
87.8,1.6723483
88,1.6658329
88.2,1.8596251
88.4,1.8691659
88.6,1.9355707
88.8,2.0030082
89,1.9447572
89.2,1.9274496
89.4,1.7342431
89.6,1.5789332
89.8,1.3153831
90,1.1891602
90.2,1.3566183
90.4,1.521468
90.6,1.7601104
90.8,1.8811029
91,1.9211741
91.2,1.572642
91.4,1.258172
91.6,1.2265311
91.8,1.3232583
92,1.5767061
92.2,1.5570012
92.4,1.5836494
92.6,1.4657079
92.8,1.3888339
93,1.4716191
93.2,1.5771009
93.4,1.8433502
93.6,1.7448441
93.8,1.4628569
94,1.1761263
94.2,1.1610467
94.4,1.4278981
94.6,1.6393514
94.8,1.8765174
95,1.7294791
95.2,1.4922991
95.4,1.273624
95.6,1.2677005
95.8,1.4883415
96,1.7129546
96.2,1.9802058
96.4,1.7325898
96.6,1.2717324
96.8,0.9493028
97,0.8650214
97.2,1.2226246
97.4,1.7110746
97.6,1.9734213
97.8,1.6343393
98,1.1559714
98.2,0.9682584
98.4,0.9934902
98.6,1.143748
98.8,1.4129648
99,1.7468263
99.2,1.8197477
99.4,1.6549514
99.6,1.3847187
99.8,1.3231418
100,1.6289409
100.2,1.9838343
100.4,1.9633431
100.6,1.5620398
100.8,1.2619597
101,1.1981847
101.2,1.366186
101.4,1.6136764
101.6,1.7162662
101.8,1.6031364
102,1.464351
102.2,1.3611881
102.4,1.1798903
102.6,1.2578022
102.8,1.5420745
103,1.8363939
103.2,1.8362529
103.4,1.6163092
103.6,1.5266081
103.8,1.5586622
104,1.8451518
104.2,1.8961958
104.4,1.7374206
104.6,1.5297968
104.8,1.4828343
105,1.6842919
105.2,1.792986
105.4,2.005345
105.6,2.0436608
105.8,1.9029967
106,1.6823456
106.2,1.5086213
106.4,1.5832954
106.6,1.7422294
106.8,2.0351391
107,2.0457615
107.2,1.8426801
107.4,1.6530204
107.6,1.5209516
107.8,1.7508517
108,1.9402565
108.2,2.1972044
108.4,2.0997231
108.6,1.7353201
108.8,1.6220234
109,1.5417255
109.2,1.7977653
109.4,2.0179355
109.6,2.1288929
109.8,2.1356204
110,1.9620786
110.2,1.8923865
110.4,1.8473914
110.6,2.0500112
110.8,2.0405657
111,1.8432784
111.2,1.6634017
111.4,1.4860369
111.6,1.5771455
111.8,1.6233861
112,1.9595553
112.2,2.1444763
112.4,1.9549891
112.6,1.7646958
112.8,1.4694589
113,1.4807995
113.2,1.5274672
113.4,1.6442813
113.6,1.7862937
113.8,1.8825861
114,2.0515695
114.2,1.976791
114.4,1.935259
114.6,1.8439932
114.8,1.7945312
115,1.7592665
115.2,1.683251
115.4,1.8047144
115.6,1.912333
115.8,2.1416869
116,2.1663736
116.2,1.967418
116.4,1.8274239
116.6,1.7105104
